year,bill_no,bill_sponsor,party,committee,witness_against,witness_against_org,law
2016,644,Bob Onder,R,"Seniors, Families and Children",David Eisenberg,Planned Parenthood Advocates in Missouri,no
2016,644,Bob Onder,R,"Seniors, Families and Children",Alison Dreith,NARAL Pro-Choice Missouri,no
2016,644,Bob Onder,R,"Seniors, Families and Children",Susan Gibson,National Organization for Women,no
2016,670,Maria Chappelle-Nadal,D,"Seniors, Families and Children",none,none,no
2016,801,David Sater,R,"Seniors, Families and Children",none,none,no
2016,802,David Sater,R,"Seniors, Families and Children",Sarah Rossi,ACLU of Missouri,no
2016,802,David Sater,R,"Seniors, Families and Children",Kathryn Stambough,self,no
2016,802,David Sater,R,"Seniors, Families and Children",Alison Dreith,NARAL Pro-Choice Missouri,no
2016,802,David Sater,R,"Seniors, Families and Children",M'Evie Mead,Planned Parenthood Advocates in Missouri,no
2016,804,Bob Onder,R,"Seniors, Families and Children",none,none,no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",Ellen Alper,"National Council of Jewish Women, St. Louis",no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",Jennifer Razor,self,no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",Sarah Nesbitt,self,no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",Alison Dreith,NARAL Pro-Choice Missouri,no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",Sarah Rossi,ACLU of Missouri,no
2016,883,Jeanie Riddle,R,"Seniors, Families and Children",M'Evie Mead,Planned Parenthood Advocates in Missouri,no
2016,888,Gina Walsh,D,"Seniors, Families and Children",none,none,no
2016,896,Dan Hegeman,R,"Seniors, Families and Children",none,none,no
2016,905,Scott Sifton,D,"Seniors, Families and Children",none,none,yes
2016,921,Jeanie Riddle,R,"Seniors, Families and Children",none,none,yes
2016,979,Dan Hegeman,R,"Seniors, Families and Children",none,none,no
2016,971,Bob Dixon,R,"Seniors, Families and Children",none,none,no
2016,964,Wayne Wallingford,R,"Seniors, Families and Children",Carla Holste,self,no
2016,963,Wayne Wallingford,R,"Seniors, Families and Children",Carla Holste,self,no
2016,978,David Sater,R,"Seniors, Families and Children",none,none,no
2016,992,Dan Brown,R,"Seniors, Families and Children",none,none,no
2016,1051,David Sater,R,"Seniors, Families and Children",none,none,no
2016,1031,David Sater,R,"Seniors, Families and Children",Jim Durham,Entertainment Software Association,no
2016,1031,David Sater,R,"Seniors, Families and Children",Jim Durham,Missouri Professional Auctioneer Association,no
2016,1031,David Sater,R,"Seniors, Families and Children",Richard Brownlee III,Google,no
2016,1048,Jeanie Riddle,R,"Seniors, Families and Children",none,none,no
2016,1074,Eric Schmitt,R,"Seniors, Families and Children",none,none,no
2016,1075,Wayne Wallingford,R,"Seniors, Families and Children",none,none,no
2016,1073,Dan Brown,R,"Seniors, Families and Children",none,none,no
2016,1101,Ryan Silvey,R,"Seniors, Families and Children",none,none,no
2016,1129,Jeanie Riddle,R,"Seniors, Families and Children",Sarah Rossi,ACLU of Missouri,no
2016,1129,Jeanie Riddle,R,"Seniors, Families and Children",Carla Holste,self,no
2016,1129,Jeanie Riddle,R,"Seniors, Families and Children",Ed Weisbert,self,no
2016,1129,Jeanie Riddle,R,"Seniors, Families and Children",M'Evie Mead,Planned Parenthood Advocates in Missouri,no
2016,1087,Gary Romine,R,"Seniors, Families and Children",none,none,no
2016,1095,Wayne Wallingford,R,"Seniors, Families and Children",Shannon Cooper,America's Health Insurance Plans,no
2016,1115,Ed Emery,R,"Seniors, Families and Children",Carla Holste,self,no
2016,1115,Ed Emery,R,"Seniors, Families and Children",Eric Jennings,self,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Tricia Scaglia,self,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Colleen Dolan,Missouri Circuit Judges Association,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Kenneth Barnes,Missouri Association of Trial Attorneys,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Scott Wilson,Missouri Association of Trial Attorneys,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Michael Louis,Missouri AFL-CIO,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Jason Hayden,Sheet Metal/Air/Rail/Transportation (SMART),no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",Richard Craighead,United Steelworkers District 11,no
2016,591,Mike Parson,R,"Small Business, Insurance and Industry",LuAnn Madsen,Missouri Probate & Associate Judges Association,no
2016,847,Ed Emery,R,"Small Business, Insurance and Industry",Jason Ludwig,Missouri Association of Trial Attorneys,yes
2016,613,Mike Cunningham,R,"Small Business, Insurance and Industry",none,none,yes
2016,695,Scott Sifton,D,"Small Business, Insurance and Industry",Ray McCarty,Associated Industries of Missouri,no
2016,695,Scott Sifton,D,"Small Business, Insurance and Industry",Brian Bunten,Missouri Chamber of Commerce and Industry,no
2016,700,Dave Schatz,R,"Small Business, Insurance and Industry",none,none,yes
2016,702,Brian Munzlinger,R,"Small Business, Insurance and Industry",none,none,yes
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Rob Monsees,Missouri Hospital Association,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Brent Hemphill,Mosaic Life Care,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",David Winton,BJC HealthCare,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Brian Bernskoetter,Hospital Corporation of America,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Tim Van Zandt,St. Luke's Health System,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Jeff Howell,Missouri State Medical Association,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",Jessica Pabst,SSM Health Care,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",David Jackson,Missouri Ambulatory Surgery Center Association,no
2016,911,Paul Wieland,R,"Small Business, Insurance and Industry",David Jackson,Signature Medical Group,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Leon Keller,Meyer Electric,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Dennis Palmer,Coastal Electric,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Tim Wies,TJ Wies Contracting Inc.,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Dennis Korgen,Korgen Construction,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Dan Wienstroer,Painting and Decorating Foundation,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Rodney Gray,Heavy Constructors Association of Greater Kansas City,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Denise Hasty,Associated General Contractors of Missouri,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Terry Briggs,SITE Improvement Association,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Otto Fajen,Missouri National Education Association,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Rachel Greenhouse,Empower Missouri,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Mark Dalton,St. Louis - Kansas City Carpenters Regional Council,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Nancy Giddens,Construction Employers Coalition,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Richard Craighead,United Steelworkers District 11,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Michael Louis,Missouri AFL-CIO,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Bruce Holt,International Union of Painters and Allied Trades District Council #3 and #58,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Mark Dalton,St. Louis - Kansas City Carpenters Regional Council,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Douglas Plant,Sheet Metal/Air/Rail/Transportation (SMART),no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Jason Hayden,Sheet Metal/Air/Rail/Transportation (SMART),no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Fred Voigt,self,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Adam McBride,Missouri Laborers Legislative Committee,no
2016,598,Dan Brown,R,"Small Business, Insurance and Industry",Jeff Aboussie,St. Louis Building Trades Council,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Bruce Holt,International Union of Painters and Allied Trades District Council #3 and #58,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Michael Louis,Missouri AFL-CIO,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Richard Craighead,United Steelworkers District 11,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Mark Dalton,St. Louis - Kansas City Carpenters Regional Council,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Mark Dalton,St. Louis - Kansas City Carpenters Regional Council,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Fred Voigt,self,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Douglas Piant,Sheet Metal/Air/Rail/Transportation (SMART),no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Terry Briggs,SITE Improvement Association,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Nancy Giddens,Construction Employers Coalition,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Dan Wienstroer,Painting and Decorating Foundation,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Dan Wienstroer,Wall and Ceiling Contractors Association,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Tim Wies,self,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Otto Fajen,Missouri National Education Association,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Denise Hasty,Associated General Contractors of Missouri,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Adam McBride,Missouri Laborers Legislative Committee,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Jeff Aboussie,St. Louis Building Trades Council,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Leon Keller,self,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Dennis Palmer,Coastal Electric,no
2016,606,David Sater,R,"Small Business, Insurance and Industry",Jason Hayden,Sheet Metal/Air/Rail/Transportation (SMART),no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Nimrod Chapel,Missouri NAACP,no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Eric Krekel,Missouri Commission on Human Rights,no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Kristi Kingston,Missouri Association of Trial Attorneys,no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Otto Fajen,Missouri National Education Association,no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Rachel Greenhouse,Empower Missouri,no
2016,745,Gary Romine,R,"Small Business, Insurance and Industry",Greg Porter,ACLU of Missouri,no
2016,746,Gary Romine,R,"Small Business, Insurance and Industry",Jonathan Berns,Missouri Association of Trial Attorneys,no
2016,746,Gary Romine,R,"Small Business, Insurance and Industry",Rachel Greenhouse,Empower Missouri,no
2016,746,Gary Romine,R,"Small Business, Insurance and Industry",Otto Fajen,Missouri National Education Association,no
2016,863,Paul Wieland,R,"Small Business, Insurance and Industry",Kyle Olmstead,Missouri State Treasurer Clint Zweifel,no
2016,877,Dave Schatz,R,"Small Business, Insurance and Industry",Larry Case,Missouri Association of Insurance Agents,no
2016,947,Mike Parson,R,"Small Business, Insurance and Industry",none,none,yes
2016,792,Ron Richard,R,"Small Business, Insurance and Industry",Bill Carr,Missouri Association of Trial Attorneys,no
2016,793,Ron Richard,R,"Small Business, Insurance and Industry",Dale Irwin,Missouri Association of Trial Attorneys,no
2016,793,Ron Richard,R,"Small Business, Insurance and Industry",Dave Angle,Missouri Association of Trial Attorneys,no
2016,1091,Jeanie Riddle,R,"Small Business, Insurance and Industry",Jeff Brauen,Missouri Association of Trial Attorneys,no
2016,1091,Jeanie Riddle,R,"Small Business, Insurance and Industry",Ben Mook,self,no
2016,656,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,732,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",none,none,yes
2016,640,Dave Schatz,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,818,Dave Schatz,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Darren Fullerton,Missouri Southern State University,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Becky Morgan,Moms Demand Action for Gun Sense in America,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Drew Bennett,Missouri State University,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Otto Fajen,Missouri National Education Association,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Kenneth Mayberry,self,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Clifton Smart,Missouri State University,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Mary Gross,self,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",David Foote,self,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Sean Grove,BJC HealthCare,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Kailtin Steen,Associated Students of the University of Missouri,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Tom McEwen,self,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Ryan DeBoef,Missouri State University,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Pat Taylor,self,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",James Moran,St. Louis University,no
2016,589,Bob Dixon,R,"Transportation, Infrastructure and Public Safety",Kerry Mayberry,self,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",James Moran,St. Louis University,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Pat Taylor,self,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Tom McEwen,self,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Jonathon Connally,self,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Kaitlin Steen,Associated Students of the University of Missouri,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Sean Grove,BJC HealthCare,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Mary Gross,self,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Clifton Smart,Missouri State University,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Otto Fajen,Missouri National Education Association,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Drew Bennett,Missouri State University,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Becky Morgan,Moms Demand Action for Gun Sense in America,no
2016,731,Brian Munzlinger,R,"Transportation, Infrastructure and Public Safety",Darren Fullerton,Missouri Southern State University,no
2016,659,Jay Wasson,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,616,Ryan Silvey,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,913,Dan Brown,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Brad Bates,self,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Maureen Cunningham,Brain Injury Association of Missouri,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Danny Barnes,Jackson County Sheriff's Office,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Michael Sparks,self,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Lynne Schlosser,Missouri Psychiatric Association,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Kenny Jackson,Missouri State Medical Association,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Brent Evans,Missouri Hospital Association,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Raymond Pierce,Missouri Motorcycle Safety Program,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Jorgen Schlemeier,Missouri College of Emergency Physicians,no
2016,851,Dan Brown,R,"Transportation, Infrastructure and Public Safety",Brad Thielemier,Missouri State Troopers Association,no
2016,569,David Pearce,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,820,Jill Schupp,D,"Transportation, Infrastructure and Public Safety",Tony Shepherd,ABATE for Missouri,no
2016,820,Jill Schupp,D,"Transportation, Infrastructure and Public Safety",Tony Shepherd,Missouri Coalition of Clubs,no
2016,821,Jill Schupp,D,"Transportation, Infrastructure and Public Safety",none,none,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Michael Sparks,self,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Kenny Jackson,Missouri State Medical Association,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Phyllis Larimore,self,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Mike Right,AAA Auto Club of Missouri,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Brad Thielemier,Missouri State Troopers Association,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",David McArthur II,Brain Injury Association of Missouri,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Kenny Jackson,Missouri State Medical Association,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Pat Strader,Missouri Academy of Family Physicians,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Maureen Cunningham,Brain Injury Association of Missouri,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Brent Evans,Missouri Hospital Association,no
2016,694,Jason Holsman,D,"Transportation, Infrastructure and Public Safety",Raymond Pierce,Missouri Motorcycle Safety Program,no
2016,614,Mike Cunningham,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,628,Jamilah Nasheed,D,"Transportation, Infrastructure and Public Safety",none,none,no
2016,691,Jamilah Nasheed,D,"Transportation, Infrastructure and Public Safety",Whitney O'Daniel,National Rifle Association,no
2016,678,Ed Emery,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,852,Dan Brown,R,"Transportation, Infrastructure and Public Safety",none,none,yes
2016,899,Mike Parson,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,909,David Sater,R,"Transportation, Infrastructure and Public Safety",none,none,no
2016,1009,Jeanie Riddle,R,"Transportation, Infrastructure and Public Safety",none,none,yes
2016,625,Gina Walsh,D,"Transportation, Infrastructure and Public Safety",none,none,yes
2016,915,Kurt Schaefer,R,"Transportation, Infrastructure and Public Safety",none,none,yes
2016,1026,Dave Schatz,R,"Transportation, Infrastructure and Public Safety",Mary Haggerty,Moms Demand Action for Gun Sense in America,no
2016,875,Kurt Schaefer,R,Veterans Affairs and Health,none,none,yes
2016,887,Gina Walsh,D,Veterans Affairs and Health,none,none,no
2016,988,Will Kraus,R,Veterans Affairs and Health,none,none,yes
2016,973,Jay Wasson,R,Veterans Affairs and Health,none,none,yes
2016,966,Rob Schaaf,R,Veterans Affairs and Health,none,none,no
2016,778,Wayne Wallingford,R,Veterans Affairs and Health,none,none,no
2016,853,Dan Brown,R,Veterans Affairs and Health,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,no
2016,853,Dan Brown,R,Veterans Affairs and Health,Shannon Cooper,Missouri Insurance Coalition,no
2016,853,Dan Brown,R,Veterans Affairs and Health,Shannon Cooper,America's Health Insurance Plans,no
2016,853,Dan Brown,R,Veterans Affairs and Health,Brent Butler,Missouri Insurance Coalition,no
2016,853,Dan Brown,R,Veterans Affairs and Health,Scott Swain,Anthem Blue Cross and Blue Shield,no
2016,908,David Sater,R,Veterans Affairs and Health,none,none,no
2016,1005,Gina Walsh,R,Veterans Affairs and Health,none,none,no
2016,922,Jeanie Riddle,R,Veterans Affairs and Health,Cale Bradford,Pyramid Home Health Services,no
2016,922,Jeanie Riddle,R,Veterans Affairs and Health,Jorgen Schlemeier,Missouri Healthcare Association,no
2016,925,Scott Sifton,D,Veterans Affairs and Health,none,none,no
2016,940,Eric Schmitt,R,Veterans Affairs and Health,none,none,no
2016,972,Ryan Silvey,R,Veterans Affairs and Health,none,none,no
2016,822,Joseph Keaveny,D,Veterans Affairs and Health,none,none,no
2016,910,David Sater,R,Veterans Affairs and Health,none,none,no
2016,1050,Rob Schaaf,R,Veterans Affairs and Health,none,none,no
2016,1076,Mike Parson,R,Veterans Affairs and Health,none,none,no
2016,1111,Dan Brown,R,Veterans Affairs and Health,n/a,self,no
2016,1072,Dan Hegeman,R,Veterans Affairs and Health,none,none,no
2016,1108,S. Kiki Curls,D,Veterans Affairs and Health,none,none,no
2016,575,Kurt Schaefer,R,Ways and Means,Rich Aubuchon,Hunt Midwest Enterprises Inc.,no
2016,575,Kurt Schaefer,R,Ways and Means,Demetris Alfred,International Association of Fire Fighters Local 73,no
2016,575,Kurt Schaefer,R,Ways and Means,Bill Galvin,International Association of Firefighters,no
2016,575,Kurt Schaefer,R,Ways and Means,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,Shannon Cooper,Greater Kansas City Chamber of Commerce,no
2016,575,Kurt Schaefer,R,Ways and Means,Otto Fajen,Missouri National Education Association,no
2016,575,Kurt Schaefer,R,Ways and Means,Erin Brower,Hallmark Cards Inc.,no
2016,575,Kurt Schaefer,R,Ways and Means,Warren Erdman,Kansas City Southern Railway,no
2016,575,Kurt Schaefer,R,Ways and Means,William Berkley,Tension Corp,no
2016,575,Kurt Schaefer,R,Ways and Means,William Berkley,Civic Council of Greater Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,William Berkley,KCACSI,no
2016,575,Kurt Schaefer,R,Ways and Means,Tammy Queen,City of Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,Scott Smith,Civic Council of Greater Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,Scott Smith,KC Rising,no
2016,575,Kurt Schaefer,R,Ways and Means,Scott Smith,self,no
2016,575,Kurt Schaefer,R,Ways and Means,Jason Hall,St. Louis Regional Chamber,no
2016,575,Kurt Schaefer,R,Ways and Means,Sherwood Smith,Missouri State Council of Firefighters,no
2016,575,Kurt Schaefer,R,Ways and Means,Charles Arnold,Kansas City Board of Police Commissioners,no
2016,575,Kurt Schaefer,R,Ways and Means,Charles Arnold,Kansas City Police Department,no
2016,575,Kurt Schaefer,R,Ways and Means,Paul Payne,City of St. Louis,no
2016,575,Kurt Schaefer,R,Ways and Means,Paul Berardi ,City of Kansas City Fire Department Chief,no
2016,575,Kurt Schaefer,R,Ways and Means,Michael Garvin,City of St. Louis,no
2016,575,Kurt Schaefer,R,Ways and Means,Mark Coulter,Port Authority of Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,Jim Foley,St. Louis Police Officers Association,no
2016,575,Kurt Schaefer,R,Ways and Means,Jim Foley,Missouri Fraternal Order of Police,no
2016,575,Kurt Schaefer,R,Ways and Means,Brad Lemon,Kansas City Fraternal Order of Police,no
2016,575,Kurt Schaefer,R,Ways and Means,Richard Sheets,Missouri Municipal League,no
2016,575,Kurt Schaefer,R,Ways and Means,Rodney Grey,JE Dunn Construction,no
2016,575,Kurt Schaefer,R,Ways and Means,Jean Peter-Baker,Jackson County Prosecutors Office,no
2016,575,Kurt Schaefer,R,Ways and Means,Fred Dreiling,Burns & McDonnell Engineering,no
2016,575,Kurt Schaefer,R,Ways and Means,Fred Dreiling,Jackson County Legislature,no
2016,575,Kurt Schaefer,R,Ways and Means,Nicola Smith,City of Kansas City,no
2016,575,Kurt Schaefer,R,Ways and Means,Francis Slay,Office of the Mayor of the City of St. Louis,no
2016,575,Kurt Schaefer,R,Ways and Means,"Sly James, Jr.",Office of the Mayor of the City of Kansas City,no
2016,641,Dave Schatz,R,Ways and Means,none,none,yes
2016,706,Bob Dixon,R,Ways and Means,none,none,no
2016,794,Wayne Wallingford,R,Ways and Means,none,none,yes
2016,738,Mike Parson,R,Ways and Means,none,none,no
2016,798,Will Kraus,R,Ways and Means,none,none,no
2016,814,Wayne Wallingford,R,Ways and Means,none,none,yes
2016,823,Will Kraus,R,Ways and Means,Richard Sheets,Missouri Municipal League,yes
2016,897,Dan Hegeman,R,Ways and Means,none,none,no
2016,856,Ryan Silvey,R,Ways and Means,none,none,no
2016,870,Will Kraus,R,Ways and Means,none,none,no
2016,950,Jay Wasson,R,Ways and Means,none,none,no
2016,683,Mike Cunningham,R,Ways and Means,Susan Flader,Missouri Parks Association,no
2016,683,Mike Cunningham,R,Ways and Means,Dan Reed,"Sierra Club, Missouri Chapter",no
2016,622,Gary Romine,R,Ways and Means,Rick Parker,Reynolds County Assessor,no
2016,622,Gary Romine,R,Ways and Means,David Huff,Iron County Assessor,no
2016,622,Gary Romine,R,Ways and Means,Dan Ward,St. Francois County Assessor,no
2016,622,Gary Romine,R,Ways and Means,Linda Wagner,Ste. Genevieve County Assessor,no
2016,753,Bob Dixon,R,Ways and Means,none,none,no
2016,1025,Will Kraus,R,Ways and Means,none,none,yes
2016,574,Eric Schmitt,R,Ways and Means,Scott Kimble,School Administrators Coalition,no
2016,574,Eric Schmitt,R,Ways and Means,Jeanette Mott Oxford,Empower Missouri,no
2016,574,Eric Schmitt,R,Ways and Means,Mike Sutherland,Missouri Budget Project,no
2016,574,Eric Schmitt,R,Ways and Means,Otto Fajen,Missouri National Education Association,no
2016,574,Eric Schmitt,R,Ways and Means,Nancy Copenhauer,League of Women Voters of Missouri,no
2016,574,Eric Schmitt,R,Ways and Means,Jim Moody,Civic Council of Greater Kansas City,no
2016,920,Eric Schmitt,R,Ways and Means,none,none,no
2016,795,Wayne Wallingford,R,Ways and Means,none,none,no
2016,784,Bob Onder,R,Ways and Means,none,none,no
2016,1003,Bob Onder,R,Ways and Means,Scott Mars,County Commissioners Association of Missouri,no
2016,1003,Bob Onder,R,Ways and Means,John Mulligan,Missouri Municipal League,no
2016,1003,Bob Onder,R,Ways and Means,Terry McVey,Cities of Kennett and Portageville,no
2016,1004,Bob Onder,R,Ways and Means,John Mulligan,Missouri Municipal League,no
2016,1004,Bob Onder,R,Ways and Means,Terry McVey,Cities of Kennett and Portageville,no
2016,1004,Bob Onder,R,Ways and Means,Scott Mars,County Commissioners Association of Missouri,no
2016,1004,Bob Onder,R,Ways and Means,Karen Miller,Boone County Commissioner,no
2016,1008,Brian Munzlinger,R,Ways and Means,none,none,no
2016,1018,Eric Schmitt,R,Ways and Means,Carl Bearden,United for Missouri,no
2016,1018,Eric Schmitt,R,Ways and Means,Mary Studer,United for Missouri,no
2016,1067,Wayne Wallingford,R,Ways and Means,Sarah Rossi,ACLU of Missouri,no
2016,596,Will Kraus,R,Ways and Means,Scott Kimble,School Administrators Coalition,no
2016,1094,Mike Kehoe,R,Ways and Means,none,none,no
2016,1080,Kurt Schaefer,R,Ways and Means,none,none,no
2016,1117,Jay Wasson,R,Ways and Means,none,none,no
2017,458,Jason Holsman,D,"Commerce, Consumer Protection, Energy and the Environment",none,none,no
2017,480,Will Kraus,R,"Commerce, Consumer Protection, Energy and the Environment",Charles Arnold,Randall's Wines & Spirits,no
2017,480,Will Kraus,R,"Commerce, Consumer Protection, Energy and the Environment",Ronald Leone,Missouri Petroleum Marketers and Convenience Store Association,no
2017,480,Will Kraus,R,"Commerce, Consumer Protection, Energy and the Environment",Rich Aubuchon,Missouri Retailers for Fair Competition,no
2017,109,Jason Holsman,D,"Commerce, Consumer Protection, Energy and the Environment",none,none,no
2017,145,Wayne Wallingford,R,"Commerce, Consumer Protection, Energy and the Environment",none,none,no
2017,232,Dave Schatz,R,"Commerce, Consumer Protection, Energy and the Environment",none,none,no
