year,bill_no,bill_sponsor,party,committee,witness_for,witness_for_org,law
2017,331,Dan Hegeman,R,"Agriculture, Food Production and Outdoor Resources",BJ Tanksley,Missouri Farm Bureau,no
2017,241,Dave Schatz,R,"Agriculture, Food Production and Outdoor Resources",Brandon Butler,Conservation Federation of Missouri,no
2017,241,Dave Schatz,R,"Agriculture, Food Production and Outdoor Resources",Terry Ganey,Missouri Sierra Club,no
2017,241,Dave Schatz,R,"Agriculture, Food Production and Outdoor Resources",Dan Zekor,self,no
2017,241,Dave Schatz,R,"Agriculture, Food Production and Outdoor Resources",Michael Wardlaw,United Country,no
2017,241,Dave Schatz,R,"Agriculture, Food Production and Outdoor Resources",Michael Wardlaw,Trophy Properties,no
2017,382,Jeanie Riddle,R,"Agriculture, Food Production and Outdoor Resources",Greg Buchman,Missouri Cattlemen's Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Derrick Steen,Missouri Corn Growers Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Derrick Steen,Missouri Soybean Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Richard Brownlee,Missouri Limestone Producers Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Greg Buchman,Missouri Cattlemen's Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Joan Gummels,State Auditor's Office ,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",BJ Tanksley,Missouri Farm Bureau,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Brent Hemphill,Missouri Pork Association,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",John Bryan,Missouri Poultry Federation,no
2017,368,Caleb Rowden,R,"Agriculture, Food Production and Outdoor Resources",Dave Overfelt,Associated Industries of Missouri,no
2017,123,Brian Munzlinger,R,"Agriculture, Food Production and Outdoor Resources",Jacques deMoss,"President, Missouri Deer Association",no
2017,123,Brian Munzlinger,R,"Agriculture, Food Production and Outdoor Resources",Mike Deering,Missouri Cattlemen's Association,no
2017,251,Mike Kehoe,R,"Agriculture, Food Production and Outdoor Resources",Mike Deering,Missouri Cattlemen's Association,no
2017,251,Mike Kehoe,R,"Agriculture, Food Production and Outdoor Resources",Jim Farrell,Missouri Bicycle Federation,no
2017,9,Brian Munzlinger,R,"Agriculture, Food Production and Outdoor Resources",Hyatt Bangert,Midwest Industrial Hemp Association,no
2017,9,Brian Munzlinger,R,"Agriculture, Food Production and Outdoor Resources",Shelly Reynolds,Merger Group,no
2017,86,Will Kraus,R,"Agriculture, Food Production and Outdoor Resources",Kelsey Robinson,Steven R. Carroll & Associates,no
2017,86,Will Kraus,R,"Agriculture, Food Production and Outdoor Resources",Kelsey Robinson,Missouri Grape and Wine Alliance,no
2017,469,Dave Schatz,R,Economic Development,Chris Zimmerman,self,no
2017,469,Dave Schatz,R,Economic Development,Francis Slay,Office of the Mayor of St. Louis,no
2017,469,Dave Schatz,R,Economic Development,Jack ,St. Louis Sports Commission,no
2017,469,Dave Schatz,R,Economic Development,Jorgen Schlemeier,self,no
2017,517,Jay Wasson,R,Economic Development,Sara Lampe,Care to Learn,no
2017,116,Jill Schupp,D,Economic Development,Arthur Oestereid,Missouri Fire Marshals Association,no
2017,116,Jill Schupp,D,Economic Development,Arthur Oestereid,St. Louis Metro Fire Marshal's Association,no
2017,116,Jill Schupp,D,Economic Development,Kyna Iman,Creve Coeur Fire Protection District,no
2017,116,Jill Schupp,D,Economic Development,Kyna Iman,Missouri Nurses Association,no
2017,118,Rob Schaaf,R,Economic Development,none,none,no
2017,271,Jay Wasson,R,Economic Development,Shelby Stephenson,Big Cedar Lodge,no
2017,271,Jay Wasson,R,Economic Development,Shelby Stephenson,Top of the Rock,no
2017,426,Jay Wasson,R,Economic Development,Sarah Kerner,City of Springfield,no
2017,426,Jay Wasson,R,Economic Development,Gary Sage,City of Kansas City,no
2017,426,Jay Wasson,R,Economic Development,Gary Sage,Economic Development Corporation of Kansas City,no
2017,426,Jay Wasson,R,Economic Development,Brian Grace,Missouri Economic Development Council,no
2017,452,Denny Hoskins,R,Economic Development,Charles Arnold,J&J Ventures of Missouri,no
2017,452,Denny Hoskins,R,Economic Development,Ron Kinney,Kinney Amusement & Vending Co.,no
2017,452,Denny Hoskins,R,Economic Development,Ron Kinney,Missouri Amusement Machine Operations Association,no
2017,452,Denny Hoskins,R,Economic Development,Thomas M. Cobb,Acme Music Co.,no
2017,452,Denny Hoskins,R,Economic Development,Todd Farber,BFC Enterprises,no
2017,406,Jay Wasson,R,Economic Development,Mark Arens,MERS/Missouri Goodwill Industries,no
2017,349,Jay Wasson,R,Economic Development,Trish Vincent,Missouri Secretary of State's Office,no
2017,348,Jay Wasson,R,Economic Development,Rodney Boyd,Missouri Economic Development Council,no
2017,348,Jay Wasson,R,Economic Development,Melissa Boyd,Cerner Corporation,no
2017,348,Jay Wasson,R,Economic Development,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,15,Bob Dixon,R,Economic Development,Lisa McIntire,Pregnancy Care Center,no
2017,15,Bob Dixon,R,Economic Development,Cheryl Barratt,Pregnancy Care Center,no
2017,15,Bob Dixon,R,Economic Development,Samuel Lee,Campaign Life Missouri,no
2017,15,Bob Dixon,R,Economic Development,Mary Chant,Missouri Coalition of Children's Agencies,no
2017,15,Bob Dixon,R,Economic Development,Stephen M. Smith,St. Raymond's Society,no
2017,15,Bob Dixon,R,Economic Development,Kerry Messer,Missouri Family Network,no
2017,15,Bob Dixon,R,Economic Development,Tyler McClay,Missouri Catholic Conference,no
2017,15,Bob Dixon,R,Economic Development,Susan Klein,Missouri Right to Life,no
2017,217,Jamilah Nasheed,D,Economic Development,Tyler McClay,Missouri Catholic Conference,no
2017,217,Jamilah Nasheed,D,Economic Development,Rachel Girdler,Empower Missouri,no
2017,199,Jay Wasson,R,Economic Development,Larry Chapman,self,no
2017,199,Jay Wasson,R,Economic Development,Larry Chapman,Northpark Partners,no
2017,199,Jay Wasson,R,Economic Development,Larry Chapman,Clay County,no
2017,199,Jay Wasson,R,Economic Development,Jacqueline Bardgett,St. Louis Economic Development Partnership,no
2017,199,Jay Wasson,R,Economic Development,Austin Walker,St. Louis Regional Chamber,no
2017,10,Jay Wasson,R,Economic Development,Matt Morrow,Springfield Area Chamber of Commerce,no
2017,10,Jay Wasson,R,Economic Development,Mardy Leathers,East Central College,no
2017,10,Jay Wasson,R,Economic Development,Mardy Leathers,Missouri Community College Association,no
2017,10,Jay Wasson,R,Economic Development,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,10,Jay Wasson,R,Economic Development,Rob Dixon,Missouri Community College Association,no
2017,10,Jay Wasson,R,Economic Development,Brian Grace,Missouri Economic Development Council,no
2017,11,Jay Wasson,R,Economic Development,Brian Grace,Missouri Economic Development Council,no
2017,11,Jay Wasson,R,Economic Development,Randy Scherr,Missouri Economic Development Financing Association,no
2017,11,Jay Wasson,R,Economic Development,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,11,Jay Wasson,R,Economic Development,Matt Morrow,Springfield Area Chamber of Commerce,no
2017,6,Ron Richard,R,Economic Development,Randy Scherr,Friends of the Missouri Governor's Mansion,no
2017,6,Ron Richard,R,Economic Development,Jim Farrell,Historic Alliance for Missouri,no
2017,6,Ron Richard,R,Economic Development,Melissa Kelley,Downtown STL Inc.,no
2017,6,Ron Richard,R,Economic Development,Alvin Willis,Lewis Place Improvement Association,no
2017,6,Ron Richard,R,Economic Development,Alvin Willis,Historic Alliance for Missouri,no
2017,6,Ron Richard,R,Economic Development,"Vincent C. Schoemehl, Jr.",Historic Alliance for Missouri,no
2017,272,Jay Wasson,R,Education,Carol Embree,Springfield Public Schools,no
2017,401,Caleb Rowden,R,Education,Bill Nicely,Kearney School District,no
2017,401,Caleb Rowden,R,Education,Bill Nicely,Northland CAPS,no
2017,401,Caleb Rowden,R,Education,Linda Rallo,Alliance for Childhood Education,no
2017,401,Caleb Rowden,R,Education,Ryan Stauffer,Missouri Chamber of Commerce and Industry,no
2017,401,Caleb Rowden,R,Education,Carol Embree,Springfield Public Schools,no
2017,401,Caleb Rowden,R,Education,Otto Fajen,Missouri National Education Association,no
2017,401,Caleb Rowden,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,401,Caleb Rowden,R,Education,Scott Kimble,School Administrators Coalition,no
2017,491,Ryan Silvey,R,Education,Katie Hendrickson,code.org,no
2017,491,Ryan Silvey,R,Education,Bill Shoehigh,Microsoft,no
2017,476,Dave Schatz,R,Education,none,none,no
2017,219,Jamilah Nasheed,D,Education,Luana Gifford,American Federation of Teachers Missouri,no
2017,219,Jamilah Nasheed,D,Education,John Bowman,United Auto Workers,no
2017,428,Bill Eigel,R,Education,Douglas Thaman,Missouri Charter Public School Association,no
2017,428,Bill Eigel,R,Education,Robbyn Wahby,Missouri Charter Public School Association,no
2017,428,Bill Eigel,R,Education,Engin Blackstone,Missouri Charter Public School Association,no
2017,428,Bill Eigel,R,Education,Engin Blackstone,Gateway Science Academy of St. Louis,no
2017,428,Bill Eigel,R,Education,Carmen Ward,Paul Kimbrough-Covington,no
2017,428,Bill Eigel,R,Education,Carmen Ward,charter school parent,no
2017,428,Bill Eigel,R,Education,Lisa Smith,parent,no
2017,428,Bill Eigel,R,Education,Valerie Brown,CEAM Children Education,no
2017,428,Bill Eigel,R,Education,Valerie Brown,self,no
2017,428,Bill Eigel,R,Education,Cindy O'Laughlin,self,no
2017,428,Bill Eigel,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,428,Bill Eigel,R,Education,Alex Miller,parent,no
2017,428,Bill Eigel,R,Education,Ryan Stauffer,Missouri Chamber of Commerce and Industry,no
2017,428,Bill Eigel,R,Education,Alex Eaton,Missouri Century Foundation,no
2017,478,Ryan Silvey,R,Education,Mary Byrne,Missouri Coalition Against Common Core,no
2017,478,Ryan Silvey,R,Education,Otto Fajen,Missouri National Education Association,no
2017,478,Ryan Silvey,R,Education,Bev Ehlen,Concerned Women for America of Missouri,no
2017,133,Maria Chappelle-Nadal,D,Education,Elbert Walton,self,no
2017,434,David Sater,R,Education,Scott Kimble,School Administrators Coalition,no
2017,485,Denny Hoskins,R,Education,Kevin Masters,Kansas City Public Schools,no
2017,485,Denny Hoskins,R,Education,Linda Rallo,Alliance for Childhood Education,no
2017,485,Denny Hoskins,R,Education,Judy Dungan,Missouri Children's Leadership Council,no
2017,485,Denny Hoskins,R,Education,Shannon Cooper,Greater Kansas City Chamber of Commerce,no
2017,485,Denny Hoskins,R,Education,Shannon Cooper,Hallmark Cards Inc.,no
2017,485,Denny Hoskins,R,Education,Michael Reid,Missouri School Boards' Association,no
2017,23,Maria Chappelle-Nadal,D,Education,none,none,no
2017,58,Scott Sifton,D,Education,none,none,no
2017,378,Wayne Wallingford,R,Education,Katie Rahn,Regional Early Childhood Council,no
2017,378,Wayne Wallingford,R,Education,Pat Holterman-Hommes,Youth in Need,no
2017,378,Wayne Wallingford,R,Education,Keri Young,Youth in Need,no
2017,378,Wayne Wallingford,R,Education,Rev. Rodrick Burton,Voices for Early Childcare Programs,no
2017,378,Wayne Wallingford,R,Education,Linda Rallo,Alliance for Childhood Education,no
2017,378,Wayne Wallingford,R,Education,Judy Dungan,Missouri Children's Leadership Council,no
2017,378,Wayne Wallingford,R,Education,Ryan Stauffer,Missouri Chamber of Commerce and Industry,no
2017,362,Jacob Hummel,D,Education,Sheila Wright,National Federation of the Blind,no
2017,362,Jacob Hummel,D,Education,Kathy Hurley,National Federation of the Blind,no
2017,362,Jacob Hummel,D,Education,Scott Kimble,Missouri Council of Administration of Special Education,no
2017,313,Andrew Koenig,R,Education,Pat Rowe-Kerr,non-profit veterans organization,no
2017,313,Andrew Koenig,R,Education,Michael Ann Kaiser,parent,no
2017,313,Andrew Koenig,R,Education,Michael McShane,Show Me Institute,no
2017,313,Andrew Koenig,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,313,Andrew Koenig,R,Education,Eric Koch,self,no
2017,313,Andrew Koenig,R,Education,Katherine Casas,Excellence in Education in Action,no
2017,313,Andrew Koenig,R,Education,Franc Flotron,K12 Inc.,no
2017,313,Andrew Koenig,R,Education,Sherah Farris,parent,no
2017,313,Andrew Koenig,R,Education,Ryan Stauffer,Missouri Chamber of Commerce and Industry,no
2017,313,Andrew Koenig,R,Education,Alex Eaton,Missouri Century Foundation,no
2017,98,Ed Emery,R,Education,Giselle Paletta,self,no
2017,98,Ed Emery,R,Education,Alissa Johnson,Concerned Women for America of Missouri,no
2017,98,Ed Emery,R,Education,Bev Ehlen,Concerned Women for America of Missouri,no
2017,238,Bob Onder,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,238,Bob Onder,R,Education,Scott Kimble,School Administrators Coalition,no
2017,238,Bob Onder,R,Education,Michael McShane,Show Me Institute,no
2017,238,Bob Onder,R,Education,Otto Fajen,Missouri National Education Association,no
2017,238,Bob Onder,R,Education,Michael Grote,Missouri School Boards' Association,no
2017,238,Bob Onder,R,Education,Katherine Casas,Excellence in Education in Action,no
2017,238,Bob Onder,R,Education,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,238,Bob Onder,R,Education,Jim Gwinner,Missouri Century Foundation,no
2017,238,Bob Onder,R,Education,Susan Stagner,Connections Education,no
2017,327,Gary Romine,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,327,Gary Romine,R,Education,Scott Kimble,School Administrators Coalition,no
2017,327,Gary Romine,R,Education,Michael McShane,Show Me Institute,no
2017,327,Gary Romine,R,Education,Otto Fajen,Missouri National Education Association,no
2017,327,Gary Romine,R,Education,Michael Grote,Missouri School Boards' Association,no
2017,327,Gary Romine,R,Education,Katherine Casas,Excellence in Education in Action,no
2017,327,Gary Romine,R,Education,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,327,Gary Romine,R,Education,Jim Gwinner,Missouri Century Foundation,no
2017,327,Gary Romine,R,Education,Susan Stagner,Connections Education,no
2017,360,Denny Hoskins,R,Education,Susan Stagner,Connections Education,no
2017,360,Denny Hoskins,R,Education,Melanda Pyle,Connections Education,no
2017,360,Denny Hoskins,R,Education,Jane Ellers,"Learning coach, Iowa",no
2017,360,Denny Hoskins,R,Education,Jo Marie Bolick,Insight School of Kansas City,no
2017,360,Denny Hoskins,R,Education,Jennifer Faulkner,self,no
2017,360,Denny Hoskins,R,Education,Franc Flotron,K12 Inc.,no
2017,360,Denny Hoskins,R,Education,Bart Goering,K12 Inc.,no
2017,360,Denny Hoskins,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,360,Denny Hoskins,R,Education,Chuck Wolfe,K12 Inc.,no
2017,360,Denny Hoskins,R,Education,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,360,Denny Hoskins,R,Education,Katherine Casas,Excellence in Education in Action,no
2017,249,Mike Kehoe,R,Education,Chuck Garner,"Superintendent, Gasconade County R-II",no
2017,328,Gary Romine,R,Education,Zora Mulligan,Missouri Department of Higher Education,no
2017,328,Gary Romine,R,Education,Paul Wagner,Council on Public Higher Education in Missouri,no
2017,328,Gary Romine,R,Education,Rob Dixon,Missouri Community College Association,no
2017,115,Jill Schupp,D,Education,Ellen Alper,"National Council of Jewish Women, St. Louis",no
2017,115,Jill Schupp,D,Education,Corinne Patton,self,no
2017,115,Jill Schupp,D,Education,Shelley Blecha,self,no
2017,115,Jill Schupp,D,Education,Emily van Schenkhof,Missouri KidsFirst,no
2017,173,Rob Schaaf,R,Education,none,none,no
2017,188,Brian Munzlinger,R,Education,Angie Besendorfer,WGU Missouri,no
2017,188,Brian Munzlinger,R,Education,Sarah Harsh-Davis,WGU Missouri,no
2017,188,Brian Munzlinger,R,Education,Leroy Wade,Missouri Department of Higher Education,no
2017,188,Brian Munzlinger,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,188,Brian Munzlinger,R,Education,Ryan Stouffer,Missouri Chamber of Commerce and Industry,no
2017,63,Dan Hegeman,R,Education,William Shoehigh,Microsoft,no
2017,63,Dan Hegeman,R,Education,Sarah Topp,Missouri Association for Career and Technical Education,no
2017,63,Dan Hegeman,R,Education,Otto Fajen,Missouri National Education Association,no
2017,63,Dan Hegeman,R,Education,Scott Kimble,Missouri Administrators Coalition,no
2017,63,Dan Hegeman,R,Education,Michael Reid,Missouri School Boards' Association,no
2017,63,Dan Hegeman,R,Education,Matt Michelson,Missouri State Teachers Association,no
2017,63,Dan Hegeman,R,Education,Ryan Stouffer,Missouri Chamber of Commerce and Industry,no
2017,44,Gary Romine,R,Education,Sarah Topp,Missouri Association for Career and Technical Education,no
2017,44,Gary Romine,R,Education,William Shoehigh,Microsoft,no
2017,44,Gary Romine,R,Education,Elizabeth Lauber,JG Circle of Hope,no
2017,44,Gary Romine,R,Education,Jacqueline Bardgett,Missouri Community College Association,no
2017,44,Gary Romine,R,Education,Michael Reid,Missouri School Boards' Association,no
2017,44,Gary Romine,R,Education,Otto Fajen,Missouri National Education Association,no
2017,44,Gary Romine,R,Education,Scott Kimble,School Administrators Coalition,no
2017,44,Gary Romine,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,44,Gary Romine,R,Education,Matt Michelson,Missouri State Teachers Association,no
2017,44,Gary Romine,R,Education,Ryan Stouffer,Missouri Chamber of Commerce and Industry,no
2017,44,Gary Romine,R,Education,Ann Brand,St. Louis Community College,no
2017,33,Ed Emery,R,Education,Katherine Casas,Excellence in Education in Action,no
2017,33,Ed Emery,R,Education,Jerry Hobbs,Missouri Education Reform Council,no
2017,52,Jamilah Nasheed,D,Education,Brandt Shields,Missouri Western State University,yes
2017,52,Jamilah Nasheed,D,Education,Otto Fajen,Missouri National Education Association,yes
2017,52,Jamilah Nasheed,D,Education,Kenny Jackson,Missouri State Medical Association,yes
2017,52,Jamilah Nasheed,D,Education,Jorgen Schlemeier,Washington University,yes
2017,52,Jamilah Nasheed,D,Education,Pat Strader,Missouri Academy of Family Physicians,yes
2017,99,Ed Emery,R,Fiscal Oversight,none,none,no
2017,204,Scott Sifton,D,Fiscal Oversight,none,none,no
2017,18,Will Kraus,R,Fiscal Oversight,none,none,no
2017,136,S. Kiki Curls,D,Local Government and Elections,Alfred Jordan ,Jackson County Legislature,no
2017,453,David Sater,R,Local Government and Elections,David Winton,Recorders Association of Missouri,no
2017,110,Jason Holsman,D,Local Government and Elections,Holly Dodge,City of Kansas City,no
2017,134,Maria Chappelle-Nadal,D,Local Government and Elections,Elbert Walton,self,no
2017,161,David Sater,R,Local Government and Elections,Steve Belko,Missouri Humanities Council,yes
2017,207,Scott Sifton,D,Local Government and Elections,Mark Rhoads,Missouri Association of County Clerks and Election Authorities,no
2017,207,Scott Sifton,D,Local Government and Elections,Sara Baker,ACLU of Missouri,no
2017,365,S. Kiki Curls,D,Local Government and Elections,Holly Dodge,City of Kansas City,no
2017,30,David Sater,R,Local Government and Elections,none,none,no
2017,273,Jay Wasson,R,Local Government and Elections,Tracy King,Missouri Chamber of Commerce and Industry,no
2017,273,Jay Wasson,R,Local Government and Elections,Rich AuBuchon,Hunt Midwest Enterprises Inc.,no
2017,273,Jay Wasson,R,Local Government and Elections,Bill Gamble,City of Kansas City,no
2017,273,Jay Wasson,R,Local Government and Elections,Nancy Giddens,Greater Kansas City Chamber of Commerce,no
2017,411,Dave Schatz,R,Local Government and Elections,Kathi Harness,Bi-State Development Agency,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Mark Collins,Howell County Presiding Commissioner,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Fred Dreiling,Jackson County Legislature,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Gary Jungermann,Callaway County Commission,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Brad Cole,Missouri Sheriffs Association,no
2017,413,Brian Munzlinger,R,Local Government and Elections,Michael Grote,Boone County,no
2017,442,Dan Hegeman,R,Local Government and Elections,none,none,no
2017,76,Brian Munzlinger,R,Local Government and Elections,BJ Tanksley,Missouri Farm Bureau,no
2017,76,Brian Munzlinger,R,Local Government and Elections,Dave Overfelt,Associated Industries of Missouri,no
2017,76,Brian Munzlinger,R,Local Government and Elections,Richard Brownlee,Missouri Limestone Producers Association,no
2017,389,David Sater,R,Local Government and Elections,BJ Tanksley,Missouri Farm Bureau,no
2017,389,David Sater,R,Local Government and Elections,Mike Deering,Missouri Cattlemen's Association,no
2017,389,David Sater,R,Local Government and Elections,Steele Shippy,Missouri Secretary of State's Office,no
2017,288,Jamilah Nasheed,D,Local Government and Elections,Robert Dierker,Law Library Association,no
2017,93,S. Kiki Curls,D,Local Government and Elections,Melissa Robinson,Kansas City Public Schools,no
2017,93,S. Kiki Curls,D,Local Government and Elections,Michael Reid,Missouri School Boards' Association,no
2017,93,S. Kiki Curls,D,Local Government and Elections,Luana Gifford,American Federation of Teachers Missouri,no
2017,191,Wayne Wallingford,R,Local Government and Elections,none,none,no
2017,186,Ed Emery,R,Local Government and Elections,Doug Galloway,Centurylink,no
2017,47,Doug Libla,R,Local Government and Elections,Richard Sheets,Missouri Municipal League,no
2017,47,Doug Libla,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,no
2017,209,Wayne Wallingford,R,Local Government and Elections,none,none,no
2017,264,Bob Dixon,R,Local Government and Elections,Linda Rallo,Alliance for Childhood Education,no
2017,264,Bob Dixon,R,Local Government and Elections,Jeremy Milarsky,Missouri Coalition of Children's Agencies,no
2017,264,Bob Dixon,R,Local Government and Elections,Judy Dungan,Missouri Children's Leadership Council,no
2017,264,Bob Dixon,R,Local Government and Elections,Dana Carroll,Springfield's Young Children and Families,no
2017,264,Bob Dixon,R,Local Government and Elections,Scott Marrs,City of Springfield,no
2017,332,Dan Hegeman,R,Local Government and Elections,Daryl Duwe,Missouri County Collectors Association,no
2017,112,Dave Schatz,R,Local Government and Elections,Steven Campbell,Scenic Regional Library,yes
2017,267,Dave Schatz,R,Local Government and Elections,David Klarich,City of Eureka,no
2017,286,John Rizzo,R,Local Government and Elections,Holly Dodge,City of Kansas City,no
2017,286,John Rizzo,R,Local Government and Elections,John Wood,City of Kansas City,no
2017,286,John Rizzo,R,Local Government and Elections,Zachary Walker,City of Independence,no
2017,286,John Rizzo,R,Local Government and Elections,Eileen Weir,City of Independence,no
2017,281,Dan Hegeman,R,Local Government and Elections,Harry Hill,Missouri Rural Water Association,no
2017,75,Brian Munzlinger,R,Local Government and Elections,Scott Marrs,County Commissioners Association of Missouri,no
2017,75,Brian Munzlinger,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,no
2017,114,Dave Schatz,R,Local Government and Elections,none,none,no
2017,124,Jay Wasson,R,Local Government and Elections,Richard Sheets,Missouri Municipal League,no
2017,124,Jay Wasson,R,Local Government and Elections,Cheryl Norton,Missouri American Water,no
2017,124,Jay Wasson,R,Local Government and Elections,Ryan Stauffer,Missouri Chamber of Commerce and Industry,no
2017,124,Jay Wasson,R,Local Government and Elections,Scott Marrs,City of Springfield,no
2017,124,Jay Wasson,R,Local Government and Elections,Scott Marrs,Greene County Commission,no
2017,124,Jay Wasson,R,Local Government and Elections,Pat Kelly,Municipal League of Metro St. Louis,no
2017,124,Jay Wasson,R,Local Government and Elections,Thomas Curran,St. Louis County,no
2017,124,Jay Wasson,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,no
2017,283,Dan Hegeman,R,Local Government and Elections,none,none,yes
2017,284,Dan Hegeman,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,no
2017,294,Gary Romine,R,Local Government and Elections,none,none,no
2017,35,Mike Cunningham,R,Local Government and Elections,BJ Tanksley,Missouri Farm Bureau,yes
2017,95,David Sater,R,Local Government and Elections,Daryl Duwe,Missouri County Collectors Association,yes
2017,95,David Sater,R,Local Government and Elections,Scott Marrs,County Commissioners Association of Missouri,yes
2017,95,David Sater,R,Local Government and Elections,Scott Penman,Recorders Association of Missouri,yes
2017,95,David Sater,R,Local Government and Elections,Todd Smith,Missouri Association of Counties,yes
2017,111,Dan Hegeman,R,Local Government and Elections,Daryl Duwe,Missouri County Collectors Association,yes
2017,111,Dan Hegeman,R,Local Government and Elections,Karen Allen,Missouri Association of Public Administrators,yes
2017,111,Dan Hegeman,R,Local Government and Elections,Gerard Nester,Missouri Association of Public Administrators,yes
2017,146,Gary Romine,R,Local Government and Elections,none,none,no
2017,524,Andrew Koenig,R,Government Reform,Dana Frese,Missouri Hospital Association,no
2017,524,Andrew Koenig,R,Government Reform,Rich AuBuchon,The Doctors Company,no
2017,524,Andrew Koenig,R,Government Reform,Calvin Call,Missouri Insurance Coalition,no
2017,524,Andrew Koenig,R,Government Reform,Richard Brownlee,American Insurance Association,no
2017,524,Andrew Koenig,R,Government Reform,Richard Brownlee,State Farm Insurance,no
2017,519,Ed Emery,R,Government Reform,Ron Calzone,self,no
2017,519,Ed Emery,R,Government Reform,Bev Ehlen,Concerned Women for America of Missouri,no
2017,466,Ed Emery,R,Government Reform,Nicholas Dranias,self,no
2017,466,Ed Emery,R,Government Reform,Nicholas Dranias,Compact for America,no
2017,175,Rob Schaaf,R,Government Reform,none,none,no
2017,475,Dave Schatz,R,Government Reform,Lisa LeMaster,Missouri Department of Transportation,no
2017,201,Bob Onder,R,Government Reform,Brian Bunten,Missouri Chamber of Commerce and Industry,no
2017,183,Denny Hoskins,R,Government Reform,Dave Overfelt,Associated Industries of Missouri,no
2017,183,Denny Hoskins,R,Government Reform,Dave Overfelt,Missouri Tire Dealers and Retreaders Association,no
2017,183,Denny Hoskins,R,Government Reform,Brad Jones,National Federation of Independent Business,no
2017,88,Dan Brown,R,Government Reform,Cliff Miller,Missouri Veterinary Medical Association,yes
2017,88,Dan Brown,R,Government Reform,Quintin Hull,Missouri Cattlemen's Association,yes
2017,88,Dan Brown,R,Government Reform,Harry Gallagher,MUMA,yes
2017,88,Dan Brown,R,Government Reform,Harry Gallagher,Missouri Veterinary Medical Association,yes
2017,213,Caleb Rowden,R,Government Reform,William Clay Crawford,Missouri Organization of Defense Lawyers,no
2017,213,Caleb Rowden,R,Government Reform,William Clay Crawford,Shelter Insurance,no
2017,213,Caleb Rowden,R,Government Reform,Calvin Call,Missouri Insurance Coalition,no
2017,213,Caleb Rowden,R,Government Reform,Calvin Call,Chubb Insurance,no
2017,213,Caleb Rowden,R,Government Reform,Calvin Call,MAMIC,no
2017,213,Caleb Rowden,R,Government Reform,Richard Brownlee,State Farm Insurance,no
2017,213,Caleb Rowden,R,Government Reform,Richard Brownlee,American Insurance Association,no
2017,213,Caleb Rowden,R,Government Reform,Harry Gallagher,Property Casualty Insurers Association of America,no
2017,213,Caleb Rowden,R,Government Reform,David Monaghan,American Family Insurance,no
2017,213,Caleb Rowden,R,Government Reform,Brian Bunten,Missouri Chamber of Commerce and Industry,no
2017,213,Caleb Rowden,R,Government Reform,Rich AuBuchon,The Doctors Company,no
2017,200,Doug Libla,R,Government Reform,Mark Richardson,Missouri Association of Prosecuting Attorneys,no
2017,200,Doug Libla,R,Government Reform,William Clay Crawford,Missouri Association of Criminal Defense Lawyers,no
2017,200,Doug Libla,R,Government Reform,Ray McCarty,Associated Industries of Missouri,no
2017,200,Doug Libla,R,Government Reform,Richard Brownlee,State Farm Insurance,no
2017,200,Doug Libla,R,Government Reform,Richard Brownlee,American Insurance Association,no
2017,200,Doug Libla,R,Government Reform,Rich AuBuchon,The Doctors Company,no
2017,200,Doug Libla,R,Government Reform,Calvin Call,Missouri Insurance Coalition,no
2017,200,Doug Libla,R,Government Reform,Calvin Call,Chubb Insurance,no
